Country Code,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,GDP_2021,Inflation_2010,Inflation_2011,Inflation_2012,Inflation_2013,Inflation_2014,Inflation_2015,Inflation_2016,Inflation_2017,Inflation_2018,Inflation_2019,Inflation_2020,Inflation_2021,TravelExp_2010,TravelExp_2011,TravelExp_2012,TravelExp_2013,TravelExp_2014,TravelExp_2015,TravelExp_2016,TravelExp_2017,TravelExp_2018,TravelExp_2019,TravelExp_2020,TravelExp_2021
CHI,3.24339733550173,1.81310819203695,1.17925383325108,1.79214405707484,2.34988127508626,1.64462768699285,2.0686896670996,1.96610998960054,1.05229056178158,1.32511666013609,-7.96507880705455,8.64676971657032,0.688238707220026,0.2313492076509,-0.692552018105253,-0.217323155115693,-0.0132025387514939,-1.14390867228183,-0.434618664285835,0.533787839825897,0.936335464113563,0.362886179940614,-0.725874933313384,0.581814168489856,14811000000.0,17148000000.0,15991000000.0,16674000000.0,17768000000.0,16929000000.0,16752000000.0,17251000000.0,17994000000.0,17955000000.0,9038000000.0,
CHL,5.85165101730949,6.22389678693851,6.15534002096459,3.30850824469113,1.79264947361806,2.15194249853634,1.75303874553305,1.35769537797211,3.99002947521676,0.743130031576072,-6.14524685814565,11.7374310662749,1.41071107954317,3.34121694259301,3.00744840213047,1.7895555398459,4.71867527854663,4.34877353217053,3.78619355893118,2.18271846868519,2.43488981353057,2.55754475703327,3.04549084804334,4.52456838259121,1552000000.0,1813000000.0,2150000000.0,2181000000.0,2259000000.0,2481000000.0,2665000000.0,3131000000.0,2871000000.0,2279000000.0,406000000.0,
CHN,10.6358710659572,9.55083217884199,7.86373644845264,7.7661500973591,7.42576365596916,7.0413288794755,6.84876220444184,6.94720079316534,6.74977383251148,5.95050075439315,2.23863835674121,8.44846941628141,3.17532475269199,5.55389892257493,2.61952432645541,2.62105001748115,1.92164162788521,1.43702380935655,2.00000182191943,1.59313600071436,2.07479039965576,2.89923416358227,2.41942189457782,0.981015135544882,45814000000.0,48464000000.0,50028000000.0,51664000000.0,44044000000.0,44969000000.0,44432000000.0,38559000000.0,40386000000.0,35832000000.0,14233000000.0,
CIV,6.84804939907013,-5.37044724000579,7.62041176451649,10.7602131311256,9.37199994240375,7.19494942728191,7.17275963956332,7.41076242626953,4.84314605951768,6.51828673306088,1.73762043103271,6.99999999441097,1.22645612135479,4.9124339505246,1.30451119915597,2.58117037252936,0.448682076766141,1.25149954781477,0.723178457513217,0.685881065304603,0.359409031380677,-1.10686343994188,2.42500656821815,4.09195189692863,201000000.0,180000000.0,172000000.0,181000000.0,184000000.0,158000000.0,379000000.0,397000000.0,443000000.0,448500000.0,166100006.103516,
CMR,2.89902472122014,3.37921128506045,4.62597872209571,4.99552916130783,5.71981814509198,5.66695298703932,4.53579423678801,3.54117654926007,3.95551423892049,3.47505998194981,0.259932915907115,3.33885747179505,1.27538046242339,2.9396994630511,2.73529677529558,2.0503471800175,1.85489850366758,2.67623531419899,0.874190383289119,0.640409149881771,1.06885811312928,2.45280214062731,2.43760882182235,2.2718576250357,159000000.0,409000000.0,349000000.0,576000000.0,595000000.0,450000000.0,505000000.0,525000000.0,581000000.0,653000000.0,437000000.0,
COD,7.10797657581392,6.8746708900163,7.08689894671942,8.48195663608755,9.4702880993101,6.91616711922561,2.39939891133452,3.7269476588301,5.82112109969025,4.38452887429834,1.73542276681493,6.20015401075946,7.10000000000037,15.316515913949,9.72182806273364,0.808223101487111,1.24303889760803,0.74419899478147,2.88585107289988,0.640409149881771,1.06885811312928,2.45280214062731,2.43760882182235,2.2718576250357,10699999.8092651,11399999.6185303,6900000.09536743,8399999.61853027,45400001.5258789,100000.001490116,4300000.19073486,6000000.0,60500000.0,99699996.9482422,80800003.0517578,
COG,9.93126543095578,2.20591936286718,9.94715314257564,-0.712434451876447,6.64606540928447,0.415193061293763,-8.68524343913786,-5.59477371915547,-2.30431780125842,1.12447707363883,-6.26777799581888,1.01507096607732,0.391525011227612,1.75958704273803,5.01018773134471,4.63161619729461,0.912139545450097,3.16909796750829,3.19056179723773,0.450063823285546,1.15277896375523,2.20607305781525,1.79537147083108,1.7156427545126,27000000.0,38000000.0,63000000.0,52000000.0,55000000.0,46000000.0,41000000.0,6000000.0,60500000.0,99699996.9482422,80800003.0517578,
COL,4.49465897070922,6.94789198173555,3.91263576716115,5.13399351995672,4.49903000110972,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.18685539245533,-7.25229907492306,11.0161932669779,2.27200227892008,3.4150334477625,3.16930188840055,2.01699224310383,2.89883787761738,4.9898311584953,7.51346024627675,4.31431325695011,3.24056932930569,3.52301932741447,2.52663500084706,3.49505757399448,2797000000.0,3010000000.0,3460000000.0,3611000000.0,3825000000.0,4245000000.0,4522000000.0,4921000000.0,5621000000.0,5682000000.0,1595000000.0,
COM,3.77776674982255,4.1435066947591,3.16840986908748,4.4662473147818,2.10665758942474,1.14735076108914,3.32044656240026,3.81576287682401,3.6424511379732,1.76078023923176,-0.195556827149787,2.11219557695527,3.35475770328922,1.8426630075621,6.31474450315196,-4.29487331536736,2.89883787761738,4.9898311584953,7.51346024627675,4.31431325695011,3.24056932930569,3.52301932741447,2.52663500084706,3.49505757399448,35000000.0,42000000.0,39000000.0,3611000000.0,62000000.0,51000000.0,50000000.0,60000000.0,73000000.0,72000000.0,18000000.0,
CPV,1.83641914989978,3.92471821338283,1.08364848376166,0.632136727385131,0.696666840118581,0.936026507808833,4.28071482662371,4.5513148102974,3.70696458310842,6.94782634051859,-20.8052758990735,5.61508262717601,2.07866470906424,4.47388342165023,2.54039644167109,1.50654285701407,-0.238778144990624,0.131187999024545,-1.40781637091706,0.784415251101334,1.25699566690509,1.10666674296063,0.605795808395385,1.86215297494647,278000000.0,368000000.0,394000000.0,422000000.0,405000000.0,347000000.0,365000000.0,426000000.0,488000000.0,502000000.0,159000000.0,
CRI,5.36034347694341,4.40315923935717,4.88259241031079,2.49476611386375,3.54210987593986,3.65208096806472,4.20432325432709,4.15769896239459,2.61590440285156,2.41751181706449,-4.27335432054194,7.93576224703865,5.66275708420021,4.87799830970702,4.49545314354605,5.23133614174428,4.51920098516954,0.801982005099623,-0.0174788505908217,1.62590692991732,2.22111461526581,2.09604635327807,0.724911478131376,1.72647755109241,2246000000.0,2423000000.0,2529000000.0,2928000000.0,2996000000.0,3266000000.0,3648000000.0,3656000000.0,3769000000.0,4008000000.0,1356000000.0,
CSS,1.26530973237595,1.03910984971591,3.43054036697352,1.38204080011664,2.30307013928086,0.208242455067321,-2.18378140004333,-0.562515289996782,1.60475370906275,0.897429472371087,-9.64994514392755,5.87897935202028,3.37002540220148,3.4567496723461,2.59844414147092,1.10698554000139,1.20139964481058,-0.84382698463833,0.663427167917601,1.88038440183532,1.24500040905268,1.21594945605111,0.0799778713101749,2.41070312174357,7030000000.0,7044000000.0,7198000000.0,7318000000.0,9067000000.0,9609000000.0,10387000000.0,10727000000.0,11581000000.0,4008000000.0,1356000000.0,
CUB,2.39035229650723,2.80230083647626,3.01490028898772,2.74760256257211,1.04757663187654,4.4383335888395,0.512843095700745,1.80979177212284,2.24794854086232,-0.163087223606624,-10.9490846048862,1.25369342501311,3.37002540220148,3.4567496723461,2.59844414147092,1.10698554000139,1.20139964481058,-0.84382698463833,0.663427167917601,1.88038440183532,1.24500040905268,1.21594945605111,0.0799778713101749,2.41070312174357,2187000000.0,2283000000.0,2326000000.0,2325000000.0,2367000000.0,2601000000.0,2907000000.0,3186000000.0,2703000000.0,2596000000.0,1137000000.0,
CUW,0.0823066088131412,0.508457572414372,-0.34895035717112,-0.635696647893425,-0.637398345190817,0.45815174597594,-1.06770769957464,-1.27620931537493,-2.10411142994484,-3.20613171902549,-18.0384586380662,4.18371193053544,2.77944261312587,2.3325315256217,3.18398746349455,1.33232086152117,1.4987396961643,-0.476542049801405,-0.0472079848940293,1.58558801700345,2.58368756641814,2.62220783425059,0.0799778713101749,2.41070312174357,385000000.0,453000000.0,543000000.0,583000000.0,635000000.0,607000000.0,573000000.0,551000000.0,593000000.0,703000000.0,281000000.0,
CYM,-2.71563526217577,1.16906219839106,1.22975365701149,1.27933101999021,2.65452798451271,2.8331222262961,3.23997433895669,3.18404592334522,4.26726745249641,3.91563534249416,-5.1081339633465,4.02866385850767,0.276140861750087,1.32543575779667,1.18894845245606,2.16061146813395,1.27397911533384,-2.34752770165614,-0.625258358618114,1.58558801700345,2.58368756641814,2.62220783425059,0.0799778713101749,2.41070312174357,385000000.0,453000000.0,543000000.0,583000000.0,635000000.0,607000000.0,708000000.0,793000000.0,871000000.0,919000000.0,281000000.0,
CYP,2.01469570699406,0.401437941132741,-3.44682208589713,-6.55307825499119,-1.82930910922002,3.38307971194378,6.45455446625895,5.85254035493243,5.69284172448825,5.83988491154004,-3.39086048722754,9.91130820807223,2.43004084102254,3.28944939564213,2.38905410042278,-0.399357676464049,-1.35498885446296,-2.09699769053129,-1.42916666666665,0.531766496174467,1.43549119531759,0.250370996758787,-0.638422797979542,2.44608867175504,2137000000.0,2603000000.0,2603000000.0,2930000000.0,2924000000.0,2524000000.0,2870000000.0,3274000000.0,3449000000.0,3245000000.0,663000000.0,
CZE,2.43490215904518,1.76035962445222,-0.785004299003617,-0.0459036735515213,2.26210289708078,5.38838083815307,2.5372845203138,5.16872430413071,3.22008806955105,3.02987866345279,-5.50296796125089,3.55302130899085,1.47272727272722,1.9172191363555,3.28762306610411,1.4382978723404,0.343988589646794,0.309364548494975,0.683504209385703,2.4505339846014,2.14949494949493,2.8478759591805,3.16129528497801,3.83984491500146,7172000000.0,8096000000.0,7456000000.0,7042000000.0,6822000000.0,6056000000.0,6308000000.0,6970000000.0,7446000000.0,7302000000.0,3632000000.0,
DEU,4.17988249873657,3.92519270463411,0.418497594217598,0.437591303144671,2.20954343134872,1.49193152760772,2.22999986782015,2.68023111405891,0.981232606004738,1.07547163576423,-3.82676871619293,3.16381994194575,1.1038103778926,2.07517283735874,2.00848884782956,1.50472330251876,0.906794000434246,0.514426137125456,0.491747008445174,1.50949485109628,1.73216879766942,1.44565976888253,0.144877925813982,3.06666666666673,34557000000.0,38928000000.0,38054000000.0,41283000000.0,43277000000.0,36895000000.0,37476000000.0,40011000000.0,42895000000.0,41779000000.0,22049000000.0,
DJI,4.17988249873657,3.92519270463411,0.418497594217598,0.437591303144671,7.06154324233921,7.52610891881017,7.1234323372872,5.458091517212,4.7744168883374,5.5451305999467,1.31636324158444,4.52234774643702,3.95007875923883,5.06871394777983,3.73120950756887,2.70603242872173,1.34186494340149,-0.847389733971381,2.73841208738737,0.568112117084716,0.147970849876594,3.31925372703889,1.77740783806162,1.18191775339753,18000000.0,19200000.7629395,20500000.0,21600000.3814697,24700000.7629395,39900001.5258789,38599998.4741211,36200000.7629395,57000000.0,63099998.4741211,29700000.7629395,
DMA,0.672634400445048,-0.22355068823471,-1.05900024335187,-0.99994063117542,4.75378658076897,-2.73150306271826,2.76364798170461,-6.61899463280534,3.54758441831531,5.5024834367041,-16.6041095231221,6.8905494167316,2.99936630549002,1.1312313652648,1.3567714780886,-0.0464116468805992,0.799250372687492,-0.84382698463833,0.141816225732312,0.296252889279194,0.989191119190476,1.50462353858112,-0.727116412667919,1.18191775339753,94000000.0,106000000.0,76000000.0,82000000.0,216000000.0,202000000.0,197000000.0,161000000.0,88000000.0,124000000.0,32000000.0,
DNK,1.87099114718497,1.33677776690328,0.226499791802965,0.933340972371226,1.61939381103033,2.34259110757047,3.24595698524396,2.82173634129026,1.98953731496432,1.49348695853648,-2.42451267861938,6.84452190183443,2.31092436974789,2.7586822605125,2.3979148566464,0.789071780078062,0.56402054044954,0.452034153691575,0.250000000000031,1.14713216957602,0.813609467455631,0.75813157251162,0.420711974110115,1.8530454398968,5704000000.0,6366000000.0,6135000000.0,6490000000.0,7617000000.0,6685000000.0,7494000000.0,8508000000.0,9107000000.0,8651000000.0,3970000000.0,
DOM,8.33965105962218,3.13342300326755,2.71736789670562,4.87520509332271,7.05046368965911,6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.05216802016253,-6.72023937283404,12.2719902347896,6.32993220146146,5.79676809206533,3.69449707884777,4.830950967408,2.99864226125219,0.836746346724557,1.61416607245223,3.27955694678546,3.56443426013508,1.81060377042959,3.78103179915517,8.24300347981809,4162000000.0,4391000000.0,4687000000.0,5055000000.0,5630000000.0,6116000000.0,6720000000.0,7184000000.0,7548000000.0,7472000000.0,2674000000.0,
DZA,3.60000000078881,2.89999999818835,3.40000000293431,2.8,3.79999999836768,3.70000000138755,3.20000000173945,1.29999999827666,1.20000000102394,0.999999998155587,-5.09999999763123,3.39999999973611,3.91106195534028,4.5242115050527,8.89145091062317,3.25423910998847,2.91692692067458,4.78444700693889,6.39769480268757,5.59111590961664,4.26999020467084,1.95176821052892,2.41513094083414,7.22606307415477,220000000.0,209000000.0,217000000.0,250000000.0,258000000.0,311000000.0,209000000.0,141000000.0,168500000.0,112000000.0,43000000.0,
EAP,9.92114148084026,8.64284262408385,7.58014715153443,7.29844843158926,6.9835143569408,6.70715196644301,6.56526490602552,6.70748483111142,6.52492669200448,5.78169362582067,1.24617254629476,7.60122401441308,3.61196234430299,5.23541591478434,3.22516957263388,2.92758351575675,3.37040697371625,1.08648629940414,1.75711158908292,2.88291164981212,2.82871578471278,1.93321335810515,2.40629214387011,2.54479213620964,102489882888.837,116971905433.308,124925911308.057,137915051873.211,130576818867.028,134745412023.087,139042304077.57,145525800293.974,158545685197.409,161226975164.562,43000000.0,
EAR,6.48982850593971,4.91436653282314,4.20431234871137,4.065083420139,4.12483429473207,4.43449160486502,4.43594480332182,4.53889168453883,3.8173942769558,2.35545529794685,-4.28570431943189,7.12646116982773,4.39741383150071,5.81149209022697,5.01827254237431,4.82462314269537,4.01861608078679,3.09551722027242,3.37153003512095,3.46532539405124,3.97561015740694,2.75709727562775,2.95192253169987,4.03843012730298,133737589440.467,137853340397.304,144484385026.339,149769149171.719,163289359494.866,165939242650.735,160140926612.163,187582800795.429,207648557437.433,226191916395.903,43000000.0,
EAS,7.60985508493847,5.46170546387985,5.18297062404042,5.24511395095809,4.75873967143461,4.72833171558867,4.66012591396303,5.05464000036959,4.76021910380931,3.96059103453933,-0.147498483311651,6.21159058904495,3.05730563962442,5.0214601462073,2.97460779814467,2.58268766141795,2.51087633253706,0.795279630579839,1.27699094497324,1.8003422246862,2.3126034330156,1.7039786323628,1.28073361876588,2.410192998372,229810401304.645,268292666288.901,292063234229.875,319209385023.281,328718936280.055,319275130170.241,327985445761.182,348767985331.219,389696902150.764,390157205568.673,43000000.0,
ECA,5.64122511398158,6.28585435116831,3.97541601276252,4.04673862124443,2.0497998580928,0.91150889212534,1.5772214612084,3.9263528108997,3.17395577635521,2.25341449544099,-1.22737876356722,7.46092142566872,6.64735335517863,7.8583333333334,3.31605566687647,4.80376271354039,4.07879882502711,4.87112261696218,4.0697539813063,3.68332944412253,2.61524471397671,3.10372944796781,2.75980947008127,6.69445891957637,48368953640.6611,56658730081.5224,59102040142.6548,65137184638.6991,63676513478.6358,54961514901.3126,48389778143.6361,57569971404.8339,65713210430.2404,70450632230.1129,43000000.0,
ECS,2.65891597941091,2.34716120464718,0.359782306437666,0.846598488286247,1.92657518081396,2.05779082981125,1.89904414000239,2.90864060824742,2.13305909306357,1.80467812025972,-5.48178463209794,6.52248424943163,2.42447361791627,3.8561124468282,2.77333854051586,1.75068195937036,0.624517311086569,0.410040498008468,0.39180380179113,1.95607633363963,2.04061231468161,1.81669040957461,1.20575463363476,3.25328924782037,411538642824.003,471149825320.118,458159153375.818,495806846697.909,519232432911.387,464630223052.712,465911027870.75,513512700339.598,559292832982.042,562893575128.54,43000000.0,
ECU,3.52529866894027,7.86814091910996,5.641962066712,4.94651126690626,3.78886854920833,0.0988726083462694,-1.22638398463879,2.36838652633651,1.28929193290502,0.0121051028476558,-7.78760709093422,4.23525124172572,3.55437734567843,4.4745326579584,5.10172180958666,2.72177577710371,3.58922016616663,3.96664623255358,1.72826463324533,0.417335588666825,-0.224103246005552,0.266012515466155,-0.338872392562139,0.133251386096389,781000000.0,843000000.0,1033000000.0,1246000000.0,1482000000.0,1551000000.0,1723000000.0,2012000000.0,2272000000.0,2282000000.0,702000000.0,
EGY,5.1472348575531,1.7645719489982,2.22619979863525,2.18546605362143,2.91591187985748,4.37201907790141,4.34664345555447,4.18122099994778,5.3311086189448,5.55209307156956,3.55016483786838,3.29064601202211,11.2651882653186,10.0649259874818,7.11172943343083,9.46971981064921,10.0702154687481,10.370490343517,13.813606214829,29.5066083940039,14.4014657807422,9.15279959324804,5.04493288977539,5.21404940513043,12528000000.0,8707000000.0,9940000000.0,6047000000.0,7208000000.0,6065000000.0,2645000000.0,7775000000.0,11615000000.0,13030000000.0,4398000000.0,
EMU,2.18020968862045,1.72268324109753,-0.844138991503911,-0.218686414576226,1.40589735306132,2.05219092924742,1.85776561168151,2.6255233869033,1.78364588575117,1.58190225497322,-6.09623085758767,5.93064993814723,1.5205755786839,3.28801427219797,2.54154474108009,1.31023355618666,0.220195628198753,-0.0852072296963749,0.166009884375616,1.37503641525339,1.6892396580413,1.44123966942341,0.186938139702131,2.48650438120835,264050000000.0,302229000000.0,287966000000.0,312719000000.0,327875000000.0,290206000000.0,296500099609.375,328111200195.313,359141299316.406,356604200439.453,4398000000.0,
ERI,2.19419034888082,8.67980010138049,-0.844138991503911,-0.218686414576226,1.40589735306132,2.05219092924742,1.85776561168151,2.6255233869033,1.78364588575117,1.58190225497322,-6.09623085758767,5.93064993814723,1.5205755786839,3.28801427219797,2.54154474108009,1.31023355618666,0.220195628198753,-0.0852072296963749,0.166009884375616,1.37503641525339,1.6892396580413,1.44123966942341,0.186938139702131,2.48650438120835,264050000000.0,302229000000.0,287966000000.0,312719000000.0,327875000000.0,290206000000.0,296500099609.375,328111200195.313,359141299316.406,356604200439.453,4398000000.0,
ESP,0.162919517758226,-0.814384776648922,-2.95892213230024,-1.40334186790638,1.39577536727975,3.83851887667484,3.03777414172446,2.97576072924863,2.28446941947622,1.9839662230883,-11.1672978596983,6.40317361484541,1.79986457728769,3.1961018883379,2.44612782366809,1.40858109183019,-0.151114837527235,-0.500365709903242,-0.202598000426452,1.95607633363963,1.6749813686379,0.699518994458739,-0.322753017299739,3.0931351197642,58348000000.0,67809000000.0,62936000000.0,68414000000.0,71656000000.0,62449000000.0,66982000000.0,75906000000.0,81420000000.0,79611000000.0,18352000000.0,
EST,2.44426511799784,7.26308458128695,3.22820049358981,1.45842863615992,3.01136658651455,1.85302004629342,3.15556481438308,5.79204467466494,3.78420084952826,3.73970668161645,-0.55100125774716,8.01346292400842,2.97204512015694,4.9819013145361,3.93339987296985,2.78056658954988,-0.10617514652171,-0.49232600654737,0.148684907627373,3.41723549488054,3.43632688420446,2.27725931243522,-0.44453109767983,4.65316673847473,1065000000.0,1256000000.0,1286000000.0,1626000000.0,1864000000.0,1493000000.0,1537000000.0,1659000000.0,1779000000.0,1742000000.0,588000000.0,
ETH,12.5505383459308,11.1782962271641,8.64781163337416,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,6.05953088643369,5.64153071734657,8.14926402965082,33.2499598823344,23.600417677317,7.46402192944517,6.89001951597192,9.56889955968623,6.62813337230924,10.6871150284238,13.8330356586662,15.8096321719344,20.3563468559062,26.8395221557722,522000000.0,758000000.0,607000000.0,586000000.0,352000000.0,405000000.0,347000000.0,436000000.0,968000000.0,786000000.0,1033000000.0,
EUU,2.22459488854896,1.90084248212767,-0.702011251568464,-0.0829014869741371,1.60027872446496,2.30921896845098,1.97176571205941,2.84505237325486,2.06631701487747,1.80500166877601,-5.65123192990669,6.01088174464361,1.53112270420926,3.28944939564213,2.66284165508021,1.21999342274306,0.19934382657075,-0.0616446800641672,0.18333486112386,1.42910743319306,1.7386086198818,1.63052260754344,0.476498852725066,2.55450699642041,312811000000.0,357914000000.0,341130000000.0,367123000000.0,384800000000.0,339926000000.0,350649099609.375,389953200195.313,425399299316.406,422329200439.453,1033000000.0,
FCS,6.91804355752643,-0.0853060678977045,4.89253413916263,3.47645259288514,2.14929447243036,1.09010153227081,2.20557065482416,2.50009959340778,2.59036443948055,2.17391550210471,-5.04055834767794,2.45787437794247,3.48050763735848,5.44202470487835,5.91200602491155,3.43358526830745,2.23597407904679,2.07647790165182,3.0382064350688,3.48854825371271,3.21453925489101,2.37758732789775,2.8981937602627,4.25936417542868,23028409265.672,18426854927.3244,20961906988.9718,21825521786.5392,23164146366.6172,23061658331.6369,24707347796.0539,389953200195.313,425399299316.406,422329200439.453,1033000000.0,
FIN,3.18595865407703,2.54766483842627,-1.39754572817782,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433,3.19240962968416,1.1397180134305,1.22474892206223,-2.35496515679442,2.83817960418034,1.18413523154646,3.41680754255211,2.80833622561574,1.4782861568881,1.04119621178439,-0.207928839905268,0.356684500891695,0.754015047084346,1.08382098409305,1.02409392963431,0.290554555653239,2.19457432340007,3026000000.0,3847000000.0,3877000000.0,4041000000.0,3657000000.0,2574000000.0,2649000000.0,3400000000.0,3665000000.0,3725000000.0,1245000000.0,
FJI,2.95467242212241,2.70514302901049,1.41131438177968,4.73421948956532,5.6035148874531,4.50119939222793,2.44565200769968,5.35336493706966,3.81235097047221,-0.580504258785638,-17.0398709086077,-4.88103605578388,3.68901229670766,7.27811782708494,3.4233752340198,2.91354193604001,0.519306474579194,1.37488542621438,3.86322538221269,3.3475783475784,4.08147637644526,1.77310182460282,-2.5952432588738,0.155855722131516,635000000.0,724000000.0,730000000.0,717000000.0,809000000.0,817000000.0,878000000.0,942000000.0,969000000.0,962000000.0,151000000.0,
FRA,1.94943762312663,2.19270063266654,0.313134751077172,0.576326674771792,0.956183052371557,1.1129123405747,1.09546440372048,2.29141999417021,1.86506607081999,1.84297181445896,-7.54045916249407,6.43520962104938,1.53112270420926,2.11159795174994,1.9541953161351,0.863715497861805,0.50775882293799,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315503,1.10825492288294,0.476498852725066,1.64233141038385,46459000000.0,55154000000.0,53327000000.0,56451000000.0,58422000000.0,58326000000.0,55338000000.0,59232000000.0,65362000000.0,63424000000.0,32646000000.0,
FRO,-0.576939114349187,3.70819417120374,7.01665379949266,5.85305191414515,5.43270135720174,0.976378534447207,1.46991580449085,3.51430597113568,2.73155215546514,4.39010333975558,-1.92683441672665,5.75555052732079,1.53112270420926,2.11159795174994,1.9541953161351,0.863715497861805,0.50775882293799,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315503,1.10825492288294,0.476498852725066,1.64233141038385,46459000000.0,55154000000.0,53327000000.0,56451000000.0,58422000000.0,58326000000.0,55338000000.0,59232000000.0,65362000000.0,63424000000.0,32646000000.0,
FSM,2.25938995585932,3.18857475473928,-1.86681975475544,-3.67976779073483,-2.30577574529325,4.62188400404939,0.900180416516932,2.68218594445551,0.211653600126766,1.17479922829746,-2.76773416147405,-2.02429149797571,3.31370963136217,5.08259403890371,5.01850353045616,1.75232737350762,0.650284891767944,-0.2981158373807,-1.03746806405349,0.58225373525489,1.49840023593737,1.92385170787923,0.554594630853174,3.19128406597466,24000000.0,22000000.0,22000000.0,27000000.0,29000000.0,25000000.0,55338000000.0,59232000000.0,65362000000.0,63424000000.0,32646000000.0,
GAB,7.08988731455126,7.09175334258654,5.25107691750407,5.63869900338696,4.31496444107469,3.8788993950789,2.09144220829562,0.472642030911146,0.83791658082157,3.92080879452831,-1.8377610635094,1.52682013421703,1.46154402720469,1.26331707837421,2.65241828695626,0.505441058915615,4.69045751826293,-0.338795188753497,2.10670712784054,2.65192583143893,4.74906652083231,2.46456756151187,1.35276110675333,1.0869074651941,86000000.0,20000000.0,34000000.0,61000000.0,43500000.0,25000000.0,55338000000.0,59232000000.0,65362000000.0,63424000000.0,32646000000.0,
GBR,2.23868863381415,1.14510154098662,1.51293674929991,1.79232221590813,3.19578246561922,2.2202583222271,1.9210634135702,2.65506966811928,1.40379208588568,1.64161099628876,-10.3599008187799,8.67490411442573,2.49265472467066,3.8561124468282,2.5732347965453,2.29166666666659,1.45112016293279,0.36804684232536,1.0084173681141,2.55775577557747,2.29283990345938,1.73810460086513,0.989486703772491,2.51837109614213,35168000000.0,39067000000.0,41189000000.0,46582000000.0,52659000000.0,51947000000.0,48757000000.0,48188000000.0,49940000000.0,52529000000.0,19098000000.0,
GEO,6.23231018305886,7.36066161833176,6.41677667945346,3.61555371862646,4.44154840433009,3.02657661687478,2.90643878002064,4.84260322496586,4.84291988506627,4.98235047511106,-6.76043981705519,10.4655371977056,7.11017897486099,8.5429333333333,-0.943658853270964,-0.512058410947092,3.06881210379543,4.00357820695097,2.13492713939121,6.03531725272117,2.61524471397671,4.85289821696723,5.2024648897534,9.56691433824769,659000000.0,955000000.0,1411000000.0,1720000000.0,1787000000.0,1868000000.0,2111000000.0,2704000000.0,3222000000.0,3269000000.0,542000000.0,
GHA,7.89971194051621,14.0471235803149,9.2927894063005,7.31252501678145,2.85624016330883,2.12075933817334,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.513941670628171,5.07646643533542,10.7333898354915,8.7284593709302,11.1863409441067,11.6661923071729,15.4896160333318,17.1499695007878,17.4546347070868,12.3719215507048,7.80876516610703,7.14364003330857,9.88728956269944,9.9710886750444,620000000.0,694000000.0,914000000.0,853000000.0,897000000.0,819000000.0,846000000.0,850000000.0,944000000.0,1425000000.0,110000000.0,
GIB,7.89971194051621,14.0471235803149,9.2927894063005,7.31252501678145,2.85624016330883,2.12075933817334,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.513941670628171,5.07646643533542,10.7333898354915,8.7284593709302,11.1863409441067,11.6661923071729,15.4896160333318,17.1499695007878,17.4546347070868,12.3719215507048,7.80876516610703,7.14364003330857,9.88728956269944,9.9710886750444,620000000.0,694000000.0,914000000.0,853000000.0,897000000.0,819000000.0,846000000.0,850000000.0,944000000.0,1425000000.0,110000000.0,
GIN,4.81336016860719,5.61211177615068,5.915286260084,3.9456870867141,3.69655311729832,3.82591056947008,10.8206271965239,10.3000053426788,6.35849192650272,5.61691446969918,4.92026637152216,3.90000000048747,15.0502688559001,21.3169268542577,15.2262941038638,11.8875884481828,6.1505055670642,11.7800825029834,8.17268112275132,8.91435947913097,9.82761701259191,9.47001039253012,10.6016203387167,12.5972882566934,2000000.0,2099999.90463257,1409999.9666214,853000000.0,16700000.7629395,23000000.0,15199999.8092651,16399999.6185303,3400000.09536743,9399999.61853027,1200000.04768372,
GMB,5.90833580968288,-8.13044422315659,5.24156924630741,2.872768790327,-1.40738249510954,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.22205315994859,0.591487287873974,4.26549216158563,5.04968075857402,4.7958826618311,4.25432199813899,5.69912989637382,5.94799935696626,6.8084549457961,7.22879272057922,8.03418974545911,6.52096823946573,7.11567625631192,5.93127636562441,7.37034758876618,74000000.0,78000000.0,94000000.0,71000000.0,105000000.0,84000000.0,84000000.0,122000000.0,160000000.0,152000000.0,47000000.0,
GNB,4.61097090010318,8.08477973398716,-1.71268301181074,3.25590426517695,0.96456075098132,6.13408294113292,6.26280563780463,5.91917662586047,1.28373670309465,4.49999999151316,-2.39999999921721,3.80000243004048,2.51785140171701,5.0461022632021,2.13054580274493,1.20712555668386,-1.50924460570476,1.47672048910466,1.5031205586107,1.69111461822307,0.38132470279135,0.246600268147829,1.14000939393187,2.2424887957772,13300000.1907349,14100000.3814697,6599999.90463257,17399999.6185303,20799999.2370605,17299999.2370605,11500000.0,16299999.2370605,19799999.2370605,18899999.6185303,47000000.0,
